"","sample_id","var","y","y_hat","split"
"782","SNU-5","Selumetinib",0.323034570417823,0.203530475497246,"test"
"783","JVM-3","Selumetinib",0.0641289640074191,0.17189958691597,"test"
"784","HCC38","Selumetinib",0.0300550723095468,0.0621321201324463,"test"
"785","NCI-H2052","Selumetinib",0,0.205296441912651,"test"
"786","HA7-RCC","Selumetinib",0,0.108535535633564,"test"
"787","SUP-B8","Selumetinib",NA,0.025761641561985,"test"
"788","NCI-H2228","Selumetinib",0.0072283848443788,0.117586329579353,"test"
"789","HD-MY-Z","Selumetinib",0.0407376811797878,0.310602903366089,"test"
"790","RERF-LC-MS","Selumetinib",NA,0.0771671384572983,"test"
"791","RS4;11","Selumetinib",0.0026455183100428,0.139150023460388,"test"
"792","NKM-1","Selumetinib",NA,0.335885465145111,"test"
"793","BPH-1","Selumetinib",0.311934242886176,0.205725058913231,"test"
"794","CAL-12T","Selumetinib",NA,0.106593571603298,"test"
"795","KP-N-YS","Selumetinib",NA,0.153186351060867,"test"
"796","EW-13","Selumetinib",0,0.223160326480865,"test"
"797","A-673","Selumetinib",0.0786268292761396,0.228890866041183,"test"
"798","PC-3","Selumetinib",0,0.15130127966404,"test"
"799","ZR-75-30","Selumetinib",0.0234738690676202,0.0998120978474617,"test"
"800","U2OS","Selumetinib",0.011941892521127,0.168503656983376,"test"
"801","HuCC-T1","Selumetinib",0.181967958774021,0.163314878940582,"test"
"802","NCI-H1437","Selumetinib",NA,0.159947022795677,"test"
"803","SK-MEL-24","Selumetinib",0.275111683983367,0.225039184093475,"test"
"804","HCC70","Selumetinib",0.164580761409546,0.0564323179423809,"test"
"805","MZ-MEL-7","Selumetinib",NA,0.412323921918869,"test"
"806","G-361","Selumetinib",0.261090447033691,0.3695347905159,"test"
"807","OS-RC-2","Selumetinib",0.0248016840105166,0.0872082412242889,"test"
"808","OVCAR-5","Selumetinib",0.309648063598836,0.151097893714905,"test"
"809","GCIY","Selumetinib",0.144130253130703,0.0611850917339325,"test"
"810","ABC-1","Selumetinib",0.0365309651011902,0.096444770693779,"test"
"811","HuTu 80","Selumetinib",0.0673154611870418,0.119704984128475,"test"
"812","JAR","Selumetinib",NA,0.131968572735786,"test"
"813","NCI-H716","Selumetinib",0.188728353253849,0.152076199650764,"test"
"814","RKO","Selumetinib",0.0303610257720739,0.250288963317871,"test"
"815","CAL-62","Selumetinib",0.120183894373682,0.168601006269455,"test"
"816","Caov-3","Selumetinib",NA,0.0738332867622375,"test"
"817","HSC-2","Selumetinib",0.0046025868591404,0.144417762756348,"test"
"818","COLO 205","Selumetinib",0.475293248176166,0.564209699630737,"test"
"819","EFO-21","Selumetinib",0.112946821349978,0.0979278683662415,"test"
"820","NCI-H1793","Selumetinib",0.0774624170472333,0.135556280612946,"test"
"821","NCI-H226","Selumetinib",0,0.106938034296036,"test"
"822","OVCAR-3","Selumetinib",0.0045951980932786,0.112047635018826,"test"
"823","HSC-3","Selumetinib",0.0555912222333306,0.205837786197662,"test"
"824","COLO 684","Selumetinib",0,0.167835742235184,"test"
"825","SK-MEL-5","Selumetinib",0.279916494936919,0.34347528219223,"test"
"826","GDM-1","Selumetinib",0.0039899781208044,0.218873456120491,"test"
"827","P31/FUJ","Selumetinib",NA,0.307650655508041,"test"
"828","SBC-1","Selumetinib",NA,0.117212384939194,"test"
"829","D-566MG","Selumetinib",NA,0.100966691970825,"test"
"830","GOTO","Selumetinib",0,0.150867789983749,"test"
"831","SNU-C2B","Selumetinib",0.0959206230977304,0.152542784810066,"test"
"832","NOMO-1","Selumetinib",0.534155419145498,0.331441640853882,"test"
"833","NCI-H378","Selumetinib",NA,0.216736286878586,"test"
"834","NCI-H2196","Selumetinib",NA,0.11956749856472,"test"
"835","NCI-H630","Selumetinib",NA,0.198207840323448,"test"
"836","NCI-H2405","Selumetinib",0.133883190350768,0.144562870264053,"test"
"837","SK-N-DZ","Selumetinib",0,0.00183444935828447,"test"
"838","NCI-H838","Selumetinib",NA,0.0792310535907745,"test"
"839","SJNB-7","Selumetinib",0,0.102914988994598,"test"
"840","MFE-280","Selumetinib",0.0175944361406904,0.107055649161339,"test"
"841","Panc 03.27","Selumetinib",NA,0.128497213125229,"test"
"842","EW-3","Selumetinib",0.0482047919200815,0.221746429800987,"test"
"843","H-EMC-SS","Selumetinib",0.0573215253583065,0.145737811923027,"test"
"844","CHP-134","Selumetinib",0,0.123024329543114,"test"
"845","P12-Ichikawa","Selumetinib",0.0157780202173719,0.19900244474411,"test"
"846","HT-1080","Selumetinib",0.110826253255182,0.13921794295311,"test"
"847","Lu-139","Selumetinib",0.0329578286191739,0.0973977893590927,"test"
"848","HH [Human lymphoma]","Selumetinib",0.0059547139925833,0.0808953642845154,"test"
"849","Hs 578T","Selumetinib",0.156432459933916,0.16040313243866,"test"
"850","MKN7","Selumetinib",NA,0.143554985523224,"test"
"851","COR-L88","Selumetinib",NA,0.112243242561817,"test"
"852","CESS","Selumetinib",0.0534387726495008,0.166212141513824,"test"
"853","K5","Selumetinib",0.348283632381652,0.155526459217072,"test"
"854","MKN1","Selumetinib",0.0754080230477932,0.0979772508144379,"test"
"855","A-427","Selumetinib",0.0827192159455263,0.123669877648354,"test"
"856","MDA-MB-468","Selumetinib",0.0424110892102114,0.11309839785099,"test"
"857","RMG-I","Selumetinib",NA,0.150147810578346,"test"
"858","HOP-92","Selumetinib",0.0608777284822114,0.19036029279232,"test"
"859","NCI-H1436","Selumetinib",NA,0.155351519584656,"test"
"860","NCI-H2030","Selumetinib",NA,0.116742894053459,"test"
"861","CGTH-W-1","Selumetinib",NA,0.0681102201342583,"test"
"862","SNG-M","Selumetinib",0,0.128901451826096,"test"
"863","NCI-H292","Selumetinib",NA,0.197342827916145,"test"
"864","LAMA-84","Selumetinib",0.178052958063088,0.231659308075905,"test"
"865","BHY","Selumetinib",NA,0.162291705608368,"test"
"866","MEG-01","Selumetinib",0.191100156267119,0.230372279882431,"test"
"867","NCI-H810","Selumetinib",0,0.0857599154114723,"test"
"868","DEL","Selumetinib",0.0112888560525001,0.0928889289498329,"test"
"869","SNU-423","Selumetinib",0.123900416713314,0.161962121725082,"test"
"870","CFPAC-1","Selumetinib",0.109600905476832,0.218670979142189,"test"
"871","NCI-H2009","Selumetinib",NA,0.109554171562195,"test"
"872","SF268","Selumetinib",0,0.0716432482004166,"test"
"873","SW13","Selumetinib",0.0372373247365818,0.110887929797173,"test"
"874","HSC-4","Selumetinib",0.0214655292633983,0.116632357239723,"test"
"875","BEN","Selumetinib",NA,0.175111055374146,"test"
"876","KE-37","Selumetinib",0.0292760624680336,0.210135221481323,"test"
"877","KALS-1","Selumetinib",0.128438413924942,0.106887742877007,"test"
"878","VMRC-RCZ","Selumetinib",0.0355712355433095,0.0834044516086578,"test"
"879","SW900","Selumetinib",0.111439643373586,0.0692196190357208,"test"
"880","C-33 A","Selumetinib",0.122187012693371,0.135533004999161,"test"
"881","MKN28","Selumetinib",0.132342917063581,0.0888307988643646,"test"
"882","TYK-nu","Selumetinib",0.166128235781619,0.141002476215363,"test"
"883","GMS-10","Selumetinib",0.159205164204605,0.127707660198212,"test"
"884","OAW42","Selumetinib",0.0006585931468485,0.158846482634544,"test"
"885","A2058","Selumetinib",0.138874677751784,0.225102230906487,"test"
"886","AsPC-1","Selumetinib",0.181846884530577,0.265370905399323,"test"
"887","BE-13","Selumetinib",0,0.116313315927982,"test"
"888","NCI-H2087","Selumetinib",0.222082251146459,0.144189327955246,"test"
"889","NCI-H510A","Selumetinib",NA,0.087338387966156,"test"
"890","Onda 10","Selumetinib",NA,0.0895130932331085,"test"
"891","IST-MEL1","Selumetinib",NA,0.194141134619713,"test"
"892","NCI-H1299","Selumetinib",0.141786028927124,0.23824605345726,"test"
"893","HEC-1","Selumetinib",0.0046102197673638,0.168137103319168,"test"
"894","ME-180","Selumetinib",0,0.156250417232513,"test"
"895","769-P","Selumetinib",0.0932837997834558,0.148212254047394,"test"
"896","COLO 800","Selumetinib",NA,0.269807100296021,"test"
"897","J82","Selumetinib",0.0028883811555101,0.0921182036399841,"test"
"898","UACC-812","Selumetinib",NA,0.0861463323235512,"test"
"899","NCI-H1395","Selumetinib",NA,0.288252860307693,"test"
"900","SJNB-10","Selumetinib",0.156540070230496,0.156309455633163,"test"
"901","TC-YIK","Selumetinib",0.131563440192751,0.150936052203178,"test"
"902","TE-15","Selumetinib",0.0812106154415815,0.283330231904984,"test"
"903","NCI-H1666","Selumetinib",0.280126590743538,0.355776518583298,"test"
"904","HCC1599","Selumetinib",NA,0.0611377395689487,"test"
"905","697","Selumetinib",0.0846942948742548,0.145913064479828,"test"
"906","LXF 289","Selumetinib",0.0259752560193263,0.124618962407112,"test"
"907","SN12C","Selumetinib",0.0294656335683796,0.120367720723152,"test"
"908","Karpas-299","Selumetinib",NA,0.177191242575645,"test"
"909","SW948","Selumetinib",0.0407297369055816,0.232837677001953,"test"
"910","8505C","Selumetinib",0.174558880013413,0.189060658216476,"test"
"911","MHH-CALL-4","Selumetinib",NA,0.170089721679688,"test"
"912","DoHH2","Selumetinib",0.0021572300735321,0.0436201095581055,"test"
"913","Calu-6","Selumetinib",0.244496997789497,0.153468310832977,"test"
"914","HCC1395","Selumetinib",NA,0.0777051150798798,"test"
"915","H4","Selumetinib",0.0373688174664132,0.0607163086533546,"test"
"916","LB996-RCC","Selumetinib",0,0.11818016320467,"test"
"917","OVCAR-8","Selumetinib",0.0358941167089418,0.0863227173686028,"test"
"918","U-251MG","Selumetinib",0.0102977030663514,0.17700232565403,"test"
"919","COLO 741","Selumetinib",NA,0.243928343057632,"test"
"920","NCI-H28","Selumetinib",0.0409939242963945,0.188989460468292,"test"
"921","MDA-MB-415","Selumetinib",0.150559768320509,0.0627874732017517,"test"
"922","RPMI-6666","Selumetinib",0.0303357696234649,0.149215847253799,"test"
"923","JVM-2","Selumetinib",0.126188427451124,0.144457846879959,"test"
"924","TE-12","Selumetinib",0.108971439660194,0.190261989831924,"test"
"925","OCI-AML-2","Selumetinib",0.732918571569707,0.496829479932785,"test"
"926","CAL-51","Selumetinib",0.061430989512297,0.137214154005051,"test"
"927","TE-6","Selumetinib",0.0408534933201065,0.135180115699768,"test"
"928","SW837","Selumetinib",0.156822300123016,0.216546028852463,"test"
"929","SNU-1","Selumetinib",0,0.185004398226738,"test"
"930","SU-DHL-1","Selumetinib",NA,0.164338141679764,"test"
"931","Lu-99A","Selumetinib",0.0396861859310981,0.13740348815918,"test"
"932","TUR","Selumetinib",0,0.153371155261993,"test"
"933","SNU-C1","Selumetinib",0.350107740034701,0.271886825561523,"test"
"934","CTV-1","Selumetinib",0.0036405464923928,0.220975264906883,"test"
"935","LoVo","Selumetinib",0.180394290795567,0.195034727454185,"test"
"936","NCI-H1304","Selumetinib",NA,0.128229632973671,"test"
"937","NCI-H747","Selumetinib",0.328220038826931,0.283472180366516,"test"
"938","NY","Selumetinib",0,0.0734956413507462,"test"
"939","G-401","Selumetinib",0.108256233818749,0.151728615164757,"test"
"940","NCI-H209","Selumetinib",0,0.207515180110931,"test"
"941","HO-1-N-1","Selumetinib",0.0980817744147784,0.181786745786667,"test"
"942","QIMR-WIL","Selumetinib",NA,0.0754464864730835,"test"
"943","WRO","Selumetinib",0,0.0777729228138924,"test"
"944","EW-24","Selumetinib",0,0.194402784109116,"test"
"945","CML-T1","Selumetinib",0.0293856738380277,0.142936140298843,"test"
"946","MOLT-16","Selumetinib",0,0.142731189727783,"test"
"947","DoTc2 4510","Selumetinib",0.144768409994261,0.153863802552223,"test"
"948","NCI-H1105","Selumetinib",NA,0.0929520577192307,"test"
"949","D-542MG","Selumetinib",NA,0.078049823641777,"test"
"950","SK-MEL-28","Selumetinib",NA,0.426256060600281,"test"
"951","CAS-1","Selumetinib",0.0537607647831265,0.0654411688446999,"test"
"952","D-502MG","Selumetinib",NA,0.161069869995117,"test"
"953","ST486","Selumetinib",0.0443134708298473,0.00577947497367859,"test"
"954","GCT","Selumetinib",0.139345965826355,0.0971361994743347,"test"
"955","KO52","Selumetinib",NA,0.452093422412872,"test"
"956","PSN1","Selumetinib",0.292285800563871,0.203779220581055,"test"
"957","NCI-H2170","Selumetinib",0,0.0406803116202354,"test"
"958","MOLT-4","Selumetinib",0.0488642887511412,0.101504936814308,"test"
"959","SK-N-MC-IXC","Selumetinib",NA,0.166381925344467,"test"
"960","NCI-H650","Selumetinib",0.100573043046226,0.213689088821411,"test"
"961","SW1710","Selumetinib",0.158042845209959,0.173372715711594,"test"
"962","GI-ME-N","Selumetinib",0.118281544136278,0.255290508270264,"test"
"963","ES1","Selumetinib",NA,0.133249044418335,"test"
"964","COR-L23","Selumetinib",0.0392067315548931,0.0417413040995598,"test"
"965","LB831-BLC","Selumetinib",0.0064148973077267,0.0521601811051369,"test"
"966","VM-CUB-1","Selumetinib",0.149709658287893,0.234197050333023,"test"
"967","PFSK-1","Selumetinib",0,0.143854856491089,"test"
"968","EB2","Selumetinib",0,0.0485407747328281,"test"
"969","HT-55","Selumetinib",0.263396336213031,0.201541319489479,"test"
"970","WM115","Selumetinib",0.295694023306051,0.2197545170784,"test"
"971","KS-1 [Human glioblastoma]","Selumetinib",0.152929211412404,0.195551753044128,"test"
"972","YH-13","Selumetinib",0.024234977876576,0.141415968537331,"test"
"973","OAW28","Selumetinib",0.0639640887821845,0.0765446349978447,"test"
"974","D-392MG","Selumetinib",0.0981776706132437,0.0615835599601269,"test"
"975","OCUB-M","Selumetinib",0.0221077014346947,0.00974798947572708,"test"
"976","NCI-H1792","Selumetinib",0.100243163401369,0.122563064098358,"test"
"977","U-118MG","Selumetinib",0.0494490305573492,0.0484337955713272,"test"
"978","SNU-475","Selumetinib",NA,0.11476219445467,"test"
"979","BONNA-12","Selumetinib",NA,0.128380492329597,"test"
"980","KU-19-19","Selumetinib",0.342394439132422,0.127919688820839,"test"
"981","KM12","Selumetinib",0,0.221958816051483,"test"
"982","SJSA-1","Selumetinib",NA,0.164800971746445,"test"
"983","NCI-H2452","Selumetinib",NA,0.090783417224884,"test"
"984","D-263MG","Selumetinib",0.0039280613038865,0.111954256892204,"test"
"985","B-CPAP","Selumetinib",0.138364078528942,0.144814446568489,"test"
"986","COLO 668","Selumetinib",0.170405334038735,0.120132848620415,"test"
"987","Panc 08.13","Selumetinib",0.159444168787162,0.187310755252838,"test"
"988","SW954","Selumetinib",NA,0.212602987885475,"test"
"989","ESS-1","Selumetinib",0.0243105329416415,0.0931226909160614,"test"
"990","KYSE-70","Selumetinib",0,0.082043744623661,"test"
"991","OC 314","Selumetinib",NA,0.0540643185377121,"test"
"992","NCI-H1563","Selumetinib",0,0.128180369734764,"test"
"993","GAK","Selumetinib",0.266094408278794,0.237273082137108,"test"
"994","COLO 679","Selumetinib",0.46069558443972,0.419196844100952,"test"
"995","SUP-T1","Selumetinib",0.0023856518801901,0.0644560530781746,"test"
"996","SW1990","Selumetinib",NA,0.165878981351852,"test"
"997","EKVX","Selumetinib",0.188528157590351,0.138200551271439,"test"
"998","D-245MG","Selumetinib",NA,0.109562307596207,"test"
"999","BHT-101","Selumetinib",0.301073612054927,0.081360712647438,"test"
"1000","LCLC-97TM1","Selumetinib",0.253818483956307,0.0851645842194557,"test"
"1001","COR-L105","Selumetinib",0.254199064817159,0.171056866645813,"test"
"1002","Rh18","Selumetinib",NA,0.151726216077805,"test"
"1003","BB30-HNC","Selumetinib",NA,0.164276301860809,"test"
"1004","T24","Selumetinib",NA,0.15730220079422,"test"
"1005","MN-60","Selumetinib",0,0.0421570129692554,"test"
"1006","CAL-120","Selumetinib",0.055538871977718,0.0987372249364853,"test"
"1007","LB2241-RCC","Selumetinib",NA,0.226672410964966,"test"
"1008","Lu-65","Selumetinib",0.439746270495709,0.141890168190002,"test"
"1009","DMS 53","Selumetinib",0,0.170256748795509,"test"
"1010","U-87MG ATCC","Selumetinib",0.0011363924801387,0.0455953180789948,"test"
"1011","NCI-H358","Selumetinib",0.207022135136449,0.246443942189217,"test"
"1012","HuO-3N1","Selumetinib",0.0027341357280332,0.0819432288408279,"test"
"1013","CMK","Selumetinib",NA,0.0842078626155853,"test"
"1014","NCI-N87","Selumetinib",0.190187186384645,0.172930598258972,"test"
"1015","SK-OV-3","Selumetinib",0.122716461914492,0.103495262563229,"test"
"1016","A4/Fukuda","Selumetinib",0.0967466966889872,0.121163189411163,"test"
"1017","EFM-19","Selumetinib",0.0576780082720597,0.0304487776011229,"test"
"1018","MPP 89","Selumetinib",0.0134600468158836,0.140677809715271,"test"
"1019","SK-N-AS","Selumetinib",0.249412155436413,0.306765675544739,"test"
"1020","Daoy","Selumetinib",0.0804536216429589,0.106229230761528,"test"
"1021","Capan-1","Selumetinib",0.186217762746186,0.212035685777664,"test"
"1022","MFH-ino","Selumetinib",NA,0.0918241292238235,"test"
"1023","5637","Selumetinib",0.124821779716915,0.106892205774784,"test"
"1024","RD","Selumetinib",0.21435095344665,0.242764294147491,"test"
"1025","DG-75","Selumetinib",0.0602970140413508,0.0658428370952606,"test"
"1026","TE-11","Selumetinib",NA,0.114439927041531,"test"
"1027","ML-2","Selumetinib",0.455385031145333,0.224653273820877,"test"
"1028","Capan-2","Selumetinib",0.243942355124022,0.180783808231354,"test"
"1029","SK-HEP-1","Selumetinib",0.0421875,0.122323639690876,"test"
"1030","CTB-1","Selumetinib",NA,-0.0118603156879544,"test"
"1031","TE-1","Selumetinib",0.0770158685788435,0.13016676902771,"test"
"1032","SK-MES-1","Selumetinib",0.0491833235999634,0.132453918457031,"test"
"1033","NCI-H2029","Selumetinib",0.015030673304853,0.155238926410675,"test"
"1034","SF539","Selumetinib",0.0887212790198935,0.108430534601212,"test"
"1035","DU145","Selumetinib",0,0.120400100946426,"test"
"1036","IST-SL2","Selumetinib",0,0.112293235957623,"test"
"1037","NCI-H508","Selumetinib",NA,0.333698987960815,"test"
"1038","MFE-296","Selumetinib",0.0037118212114746,0.0862065106630325,"test"
"1039","NCI-H23","Selumetinib",0,0.110253930091858,"test"
"1040","SW872","Selumetinib",0,0.183881253004074,"test"
"1041","ATN-1","Selumetinib",0,0.108173906803131,"test"
"1042","SCC-4","Selumetinib",0.102346973214335,0.0863849520683289,"test"
"1043","BV-173","Selumetinib",0.0422718895924621,0.14166596531868,"test"
"1044","DU4475","Selumetinib",0.668132782212736,0.149485051631927,"test"
"1045","ETK-1","Selumetinib",0.0210336401534859,0.108772873878479,"test"
"1046","ES7","Selumetinib",0.0042299952479531,0.072479248046875,"test"
"1047","EW-1","Selumetinib",0,0.179881036281586,"test"
"1048","MOG-G-CCM","Selumetinib",NA,0.0734571367502213,"test"
"1049","SNU-16","Selumetinib",NA,0.0963083058595657,"test"
"1050","TGBC24TKB","Selumetinib",0.0624308963940296,0.171780914068222,"test"
"1051","SW780","Selumetinib",0.132401799969163,0.191041260957718,"test"
"1052","OPM-2","Selumetinib",0,0.0650201365351677,"test"
"1053","NCI-H661","Selumetinib",0.0125057992414903,0.0358742773532867,"test"
"1054","MSTO-211H","Selumetinib",0.160425138169476,0.209573969244957,"test"
"1055","BB65-RCC","Selumetinib",NA,0.126966416835785,"test"
"1056","SF295","Selumetinib",NA,0.0877236723899841,"test"
"1057","HT-29","Selumetinib",0.385202447514719,0.473803073167801,"test"
"1058","HT-3","Selumetinib",0.160975077359769,0.168719977140427,"test"
"1059","CAL-33","Selumetinib",0.175046606658148,0.146638542413712,"test"
"1060","NCI-H1155","Selumetinib",0.0675365367057817,0.153753116726875,"test"
"1061","NCI-H1770","Selumetinib",NA,0.0468233935534954,"test"
"1062","Raji","Selumetinib",0,0.0214889720082283,"test"
"1063","EGI-1","Selumetinib",0.0286750137149125,0.197413980960846,"test"
"1064","SK-NEP-1","Selumetinib",NA,0.102348238229752,"test"
"1065","TE-5","Selumetinib",0.0215053471124296,0.0984560251235962,"test"
"1066","LN-405","Selumetinib",0.0122489413294796,0.110957778990269,"test"
"1067","MKN45","Selumetinib",0.193546118382253,0.318025231361389,"test"
"1068","CHL-1","Selumetinib",0.0014649039280917,0.125659644603729,"test"
"1069","KYSE-520","Selumetinib",0.111599372507177,0.163710474967957,"test"
"1070","HuP-T3","Selumetinib",0.172152263017093,0.187448039650917,"test"
"1071","MFM-223","Selumetinib",0,0.0569357797503471,"test"
"1072","SK-MEL-3","Selumetinib",NA,0.224489092826843,"test"
"1073","Lu-134-A","Selumetinib",NA,0.113300926983356,"test"
"1074","FaDu","Selumetinib",0.115636346846957,0.164155393838882,"test"
"1075","NCI-H1355","Selumetinib",0.0136602230413247,0.131510645151138,"test"
"1076","MHH-PREB-1","Selumetinib",0,0.0683483481407166,"test"
"1077","NEC8","Selumetinib",0.0517860781225971,0.0789416879415512,"test"
"1078","SJNB-14","Selumetinib",0.0050403814584033,0.109515123069286,"test"
"1079","NALM-6","Selumetinib",0.007536853262548,0.095495730638504,"test"
"1080","EFO-27","Selumetinib",0.175034886292048,0.130281165242195,"test"
"1081","NCI-H345","Selumetinib",0,0.102631494402885,"test"
"1082","KMOE-2","Selumetinib",0.477177130501089,0.162796601653099,"test"
"1083","AGS","Selumetinib",0.38652923235343,0.251452803611755,"test"
"1084","KYSE-510","Selumetinib",NA,0.0624591410160065,"test"
"1085","SAS","Selumetinib",0.195966368770405,0.138026490807533,"test"
"1086","IGROV-1","Selumetinib",0.220534291764053,0.123395621776581,"test"
"1087","OMC-1 [Human cervical carcinoma]","Selumetinib",NA,0.189750343561172,"test"
"1088","HCC1187","Selumetinib",0,0.0650821700692177,"test"
"1089","LOX-IMVI","Selumetinib",0.26651010625017,0.239746689796448,"test"
"1090","MHH-CALL-2","Selumetinib",0.0078993629587197,0.197111040353775,"test"
"1091","CAMA-1","Selumetinib",0.01593748431451,0.0917344689369202,"test"
"1092","KNS-42","Selumetinib",NA,0.0826098099350929,"test"
"1093","NCI-H2141","Selumetinib",0.0034699515980368,0.110829830169678,"test"
"1094","SW982","Selumetinib",0.128105372677967,0.212433248758316,"test"
"1095","IA-LM","Selumetinib",0.0197585980550801,0.0768665820360184,"test"
"1096","786-O","Selumetinib",0.0308239927773241,0.0903357863426208,"test"
"1097","SNU-449","Selumetinib",0.0126275350433611,0.0892816185951233,"test"
"1098","Becker","Selumetinib",0.148793126775142,0.0716667175292969,"test"
"1099","NMC-G1","Selumetinib",NA,0.148166447877884,"test"
"1100","COLO 680N","Selumetinib",0.0964236944468518,0.118388101458549,"test"
"1101","Ramos.2G6.4C10","Selumetinib",0,0.0164483916014433,"test"
"1102","IMR-5","Selumetinib",0,0.136574730277061,"test"
"1103","LB771-HNC","Selumetinib",0.0016721128096751,0.117083303630352,"test"
"1104","DK-MG","Selumetinib",0.05767148918427,0.121621519327164,"test"
"1105","TGW","Selumetinib",0,0.0816352814435959,"test"
"1106","NCI-H2291","Selumetinib",NA,0.0913099125027657,"test"
"1107","BT-20","Selumetinib",0.279350592185123,0.0689491182565689,"test"
"1108","NCI-H2347","Selumetinib",NA,0.126506000757217,"test"
"1109","Calu-3","Selumetinib",0.0368845940880148,0.253573685884476,"test"
"1110","SK-MM-2","Selumetinib",0,0.110310509800911,"test"
"1111","22Rv1","Selumetinib",0.229638941834877,0.132475614547729,"test"
"1112","HOS","Selumetinib",0,0.149798005819321,"test"
"1113","BFTC-909","Selumetinib",0.0778345340749247,0.0559606291353703,"test"
"1114","THP-1","Selumetinib",NA,0.338322222232819,"test"
"1115","ES8","Selumetinib",0.0319999272677476,0.125319302082062,"test"
"1116","SHP-77","Selumetinib",0.0027082035154128,0.118048347532749,"test"
"1117","SK-MG-1","Selumetinib",0,0.0490235239267349,"test"
"1118","HCC1937","Selumetinib",0.054624779046014,0.174012914299965,"test"
"1119","ACHN","Selumetinib",0.0888550884331192,0.0874328762292862,"test"
"1120","NB69","Selumetinib",0.432514547836896,0.262926757335663,"test"
"1121","NCI-H2171","Selumetinib",NA,0.105848036706448,"test"
"1122","SJNB-6","Selumetinib",NA,0.123088426887989,"test"
"1123","YKG-1","Selumetinib",NA,0.113399624824524,"test"
"1124","Karpas-422","Selumetinib",0.0640358252588211,0.0713028758764267,"test"
"1125","MMAc-SF","Selumetinib",NA,0.491180151700974,"test"
"1126","CAL-27","Selumetinib",0.0073516456940043,0.229869216680527,"test"
"1127","HLE","Selumetinib",0.0162047391185506,0.0726406872272491,"test"
"1128","EW-7","Selumetinib",0.020855400342143,0.1468465924263,"test"
"1129","KY821","Selumetinib",0.435496237034803,0.354201018810272,"test"
"1130","Detroit 562","Selumetinib",0.174759498275142,0.106541469693184,"test"
"1131","KYSE-410","Selumetinib",0.135314635857902,0.171911999583244,"test"
"1132","LB2518-MEL","Selumetinib",NA,0.361116945743561,"test"
"1133","NCI-H446","Selumetinib",0.009254179041231,0.0448141545057297,"test"
"1134","IST-Mes1","Selumetinib",0.0145266416254138,0.0770458877086639,"test"
"1135","ALL-PO","Selumetinib",0,0.11721096932888,"test"
"1136","MHH-NB-11","Selumetinib",NA,0.143248125910759,"test"
"1137","SCC-9","Selumetinib",0.232868479467045,0.210466131567955,"test"
"1138","NH-12","Selumetinib",0.141375146259599,0.163636669516563,"test"
"1139","SW684","Selumetinib",0.0885987626855565,0.0779999494552612,"test"
"1140","23132/87","Selumetinib",0.13466891130287,0.181875690817833,"test"
"1141","Evsa-T","Selumetinib",0.0146554528022867,0.0362764447927475,"test"
"1142","SJNB-12","Selumetinib",NA,0.190384596586227,"test"
"1143","MDA-MB-361","Selumetinib",0,0.0785974711179733,"test"
"1144","RCC10RGB","Selumetinib",0.184164389517465,0.102589011192322,"test"
"1145","Jiyoye","Selumetinib",0,0.111964717507362,"test"
"1146","SW1783","Selumetinib",NA,0.0546515136957169,"test"
"1147","RPMI-8866","Selumetinib",0,0.116941146552563,"test"
"1148","NCI-H524","Selumetinib",0.0139357747411912,0.11768052726984,"test"
"1149","CaR-1","Selumetinib",0.0294708307243827,0.205677688121796,"test"
"1150","BALL-1","Selumetinib",0,0.0172801073640585,"test"
"1151","SK-N-FI","Selumetinib",NA,0.136724948883057,"test"
"1152","DMS 79","Selumetinib",0.0018759336387706,0.172559708356857,"test"
"1153","NB1","Selumetinib",NA,0.205264165997505,"test"
"1154","CCRF-CEM","Selumetinib",0.0151001916675901,0.195249974727631,"test"
"1155","CCF-STTG1","Selumetinib",NA,0.149666309356689,"test"
"1156","A-498","Selumetinib",0.0924266932416319,0.18675585091114,"test"
"1157","COLO 792","Selumetinib",0.229011982536404,0.304725766181946,"test"
"1158","EW-22","Selumetinib",0,0.13077974319458,"test"
"1159","T-47D","Selumetinib",0.0674985101487412,0.0657800585031509,"test"
"1160","BC-3","Selumetinib",NA,0.190994739532471,"test"
